ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	Subunits comment	SWISSPROT organism	subunits(Protein name)	Disease comment	PubMed ID	subunits(Gene name)	Complex comment
5287	CDK4-CCND1 complex	Human	None	None	P11802;P24385	1019;595	MI:0019- coimmunoprecipitation	GO:0000082	G1/S transition of mitotic cell cycle	10.03.01.01.03	G1/S transition of mitotic cell cycle	None	Homo sapiens;Homo sapiens	Cell division protein kinase 4;G1/S-specific cyclin-D1	None	15735718	CDK4;CCND1	None
5288	P53-BARD1-Ku70 complex	Human	None	None	P04637;P12956;Q99728	7157;2547;580	MI:0019- coimmunoprecipitation	GO:0006915	apoptotic process	40.10.02;40.10.02.02;40.10.02.03	apoptosis (type I programmed cell death);apoptotic program;induction of apoptosis	None	Homo sapiens;Homo sapiens;Homo sapiens	Cellular tumor antigen p53, ;ATP-dependent DNA helicase 2 subunit 1;BRCA1-associated RING domain protein 1	None	15782130	TP53;XRCC6;BARD1	None
5291	Cd3e-Nck1-Mink1 complex	Mouse	None	None	P22646;Q8BMV0;Q9JM52	12501;17973;50932	MI:0019- coimmunoprecipitation	GO:0035556	intracellular signal transduction	30.01;30.01.05.01	cellular signalling;protein kinase	None	Mus musculus;Mus musculus;Mus musculus	T-cell surface glycoprotein CD3 epsilon chain;Putative uncharacterized protein;Misshapen-like kinase 1	None	15608642	Cd3e;Nck1;Mink1	None
5292	Ets2-Ini1-Smarce1-Smarca4 complex	Mouse	None	NIH 3T3 cells	O35845;O54941;P15037;Q9Z0H3	20586;57376;23872;20587	MI:0019- coimmunoprecipitation	GO:0016564	obsolete transcription repressor activity	11.02.03.04.03	transcription repression	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus	Brg1 protein;SWI/SNF-related matrix-associated actin-dependent regulator chromatin subfamily E member 1;Protein C-ets-2;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	None	12637547	Smarca4;Smarce1;Ets2;Smarcb1	None
5293	ETS2-SMARCA4-INI1 complex	Human	None	MCF-7 cells	P15036;P51532;Q12824	2114;6597;6598	MI:0019- coimmunoprecipitation	GO:0016564;GO:0005634	obsolete transcription repressor activity;nucleus	11.02.03.04.03;70.10	transcription repression;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	Protein C-ets-2;Probable global transcription activator SNF2L4;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	None	12637547	ETS2;SMARCA4;SMARCB1	Brg-1 and Ini1 could be detected in complex with ets-2 after tetracycline removal, but not in cells maintained in tetracycline.
5295	Cd247 homodimer complex	Mouse	None	None	P24161	12503	MI:0019- coimmunoprecipitation	GO:0006886;GO:0006605;GO:0015031;GO:0005886	intracellular protein transport;protein targeting;protein transport;plasma membrane	14.04;14;20.01.10;70.02;70.02.01	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane	None	Mus musculus	T-cell surface glycoprotein CD3 zeta chain	None	9218590	Cd247	None
5296	Cd3e homodimer complex	Mouse	None	None	P22646	12501	MI:0019- coimmunoprecipitation	GO:0006886;GO:0006605;GO:0015031;GO:0005886	intracellular protein transport;protein targeting;protein transport;plasma membrane	14.04;14;20.01.10;70.02;70.02.01	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane	None	Mus musculus	T-cell surface glycoprotein CD3 epsilon chain	None	9218590	Cd3e	None
5301	Striatin-SG2NA-zinedin-caveolin1 complex	Rat	None	None	P41350;P58404;P58405;P70483	25404;97387;114520;29149	MI:0006- anti bait coimmunoprecipitation; MI:0096- pull down	GO:0016192;GO:0019722;GO:0030182;GO:9999994;GO:9999984	vesicle-mediated transport;calcium-mediated signaling;neuron differentiation;no GO term corresponding to 73.03.13;no GO term corresponding to 77.03.01.01.01	20.09.07;30.01.09.03;43.03.13;73.03.13;77.03.01.01.01	vesicular transport (Golgi network, etc.);Ca2+ mediated signal transduction;neuron;neuron;brain	Since Strn4 from rat was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.	Rattus norvegicus;Mus musculus;Rattus norvegicus;Rattus norvegicus	Caveolin-1;Striatin-4;Striatin-3;Striatin	None	11707266	Cav1;Strn4;Strn3;Strn	Caveolin-1 may directly regulate the function of the proteins of the striatin family, by concentrating them within caveolin-enriched domains.
5302	Rab3a-Rims2-Rapgef4 complex	Mouse	None	None	P63011;Q9EQZ6;Q9EQZ7	19339;56508;116838	MI:0096- pull down	GO:0006906;GO:0006887	vesicle fusion;exocytosis	20.09.07.27;20.09.16.09;20.09.16.09.03	vesicle fusion;vesicular cellular export;exocytosis	None	Mus musculus;Mus musculus;Mus musculus	Ras-related protein Rab-3A;Rap guanine nucleotide exchange factor 4;Regulating synaptic membrane exocytosis protein 2	None	11056535	Rab3a;Rapgef4;Rims2	Rab3A-Rim2-cAMP-GEFII complex was formed in vitro when Rab3A was in the GTP-activated form. The authors showed that cAMP-GEFII is a direct target of cAMP in regulated exocytosis and is responsible for cAMP-dependent, PKA-independent exocytosis.
5308	Rb-NeuroD1-Ngfi-B complex	Mouse	None	AtT-20 cells	P12813;Q60867;Q64701	15370;18012;19650	MI:0006- anti bait coimmunoprecipitation; MI:0007- anti tag coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	None	Mus musculus;Mus musculus;Mus musculus	Nuclear receptor subfamily 4 group A member 1;Neurogenic differentiation factor 1;Retinoblastoma-like protein 1	None	15701640	Nr4a1;Neurod1;Rbl1	Rb provides a bridge to bring together NGFI-B and NeuroD1 within a trimeric complex.
5309	Cd3g-Cd3e complex	Mouse	None	None	P11942;P22646	12502;12501	MI:0019- coimmunoprecipitation	GO:0006886;GO:0006605;GO:0015031;GO:0005886	intracellular protein transport;protein targeting;protein transport;plasma membrane	14.04;14;20.01.10;70.02;70.02.01	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane	None	Mus musculus;Mus musculus	T-cell surface glycoprotein CD3 gamma chain;T-cell surface glycoprotein CD3 epsilon chain	None	9218590	Cd3g;Cd3e	None
5310	Cd3d-Cd3g-Cd3e-Cd247 complex	Mouse	None	None	P04235;P11942;P22646;P24161	12500;12502;12501;12503	MI:0019- coimmunoprecipitation	GO:0023052;GO:0030217;GO:0005886	signaling;T cell differentiation;plasma membrane	30.01.05;30.01.05.01.05;30.01.05.01.06;30.01.05.03;30.01.05.05.03;30.01.11;30.05.01.05;30.05.02;30.05.02.28;30.05.02.30;30.07;43.03.07.02.01.02;70.02;70.02.01	enzyme mediated signal transduction;tyrosine kinase;serine/threonine kinase;protease mediated signal transduction;trimeric G-protein mediated signal transduction;ligand-dependent nuclear receptors;interleukine receptor signalling pathway;non-enzymatic receptor mediated signalling;cadherin mediated signalling pathway;ion channel mediated signalling pathway;regulation of signal transduction;T-cell;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus	T-cell surface glycoprotein CD3 delta chain;T-cell surface glycoprotein CD3 gamma chain;T-cell surface glycoprotein CD3 epsilon chain;T-cell surface glycoprotein CD3 zeta chain	None	9218590	Cd3d;Cd3g;Cd3e;Cd247	None
5311	Cd3g-Cd3e-Cd247-Canx complex	Mouse	None	None	P11942;P22646;P24161;P35564	12502;12501;12503;12330	MI:0019- coimmunoprecipitation	GO:0023052;GO:0030217;GO:0005886	signaling;T cell differentiation;plasma membrane	30.01.05;30.01.05.01.05;30.01.05.01.06;30.01.05.03;30.01.05.05.03;30.01.11;30.05.01.05;30.05.02;30.05.02.28;30.05.02.30;30.07;43.03.07.02.01.02;70.02;70.02.01	enzyme mediated signal transduction;tyrosine kinase;serine/threonine kinase;protease mediated signal transduction;trimeric G-protein mediated signal transduction;ligand-dependent nuclear receptors;interleukine receptor signalling pathway;non-enzymatic receptor mediated signalling;cadherin mediated signalling pathway;ion channel mediated signalling pathway;regulation of signal transduction;T-cell;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus	T-cell surface glycoprotein CD3 gamma chain;T-cell surface glycoprotein CD3 epsilon chain;T-cell surface glycoprotein CD3 zeta chain;Calnexin	None	9218590	Cd3g;Cd3e;Cd247;Canx	None
5315	Munc13-1-Rim2-Rab3a complex	Rat	None	None	P63012;Q62768;Q9JIS1	25531;64829;116839	MI:0071- molecular sieving	GO:0005326;GO:0006836;GO:0048489;GO:0016079	neurotransmitter transporter activity;neurotransmitter transport;synaptic vesicle transport;synaptic vesicle exocytosis	20.01.26;20.09.16.09.05	neurotransmitter transport;synaptic vesicle exocytosis	None	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Ras-related protein Rab-3A;Protein unc-13 homolog A;Regulating synaptic membrane exocytosis protein 2	None	16052212	Rab3a;Unc13a;Rims2	The results show that the N-terminal sequence of alpha-RIMs has a modular design that places Rab3A and Munc13-1 into close proximity, but not into competition.
5317	LATS1-HTRA2-BIRC4 complex	Human	None	None	O43464;O95835;P98170	27429;9113;331	MI:0019- coimmunoprecipitation	GO:0008219	cell death	40.10	cell death	None	Homo sapiens;Homo sapiens;Homo sapiens	Serine protease HTRA2, mitochondrial;Serine/threonine-protein kinase LATS1;Baculoviral IAP repeat-containing protein 4	None	16007220	HTRA2;LATS1;XIAP	WARTS forms a complex with XIAP while interacting with Omi and is potentially involved in the cell death through the inhibition of XIAP.
5318	DDEF1-CTTN-PXN complex	Human	None	MDA-MB-231 cells, 4T1-Luc cells	P49023;Q14247;Q9ULH1	5829;2017;50807	MI:0006- anti bait coimmunoprecipitation	GO:0007010	cytoskeleton organization	42.04	cytoskeleton/structural proteins	None	Homo sapiens;Homo sapiens;Homo sapiens	Paxillin;Src substrate cortactin;Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	None	15719014	PXN;CTTN;DDEF1	This co-precipitation was only detected in highly invasive cells, such as MDA-MB-231 and 4T1/luc, but was undetectable in weak or noninvasive cells, such as MDA-MB-468 and MCF7, as well as in normal mammary epithelial cells. The authors describe that AMAP1 bridges cortactin and paxillin in highly invasive cells.
5319	CDH1-CKS1B complex	Human	None	None	P12830;P61024	999;1163	MI:0019- coimmunoprecipitation	GO:0000278	mitotic cell cycle	10.03.01;10.03.01.01	mitotic cell cycle and cell cycle control;mitotic cell cycle	None	Homo sapiens;Homo sapiens	Cadherin-1, Precursor; ;Cyclin-dependent kinases regulatory subunit 1	None	15014502	CDH1;CKS1B	None
5320	CDH1-SKP2 complex	Human	None	None	P12830;Q13309	999;6502	MI:0019- coimmunoprecipitation	GO:0000278	mitotic cell cycle	10.03.01;10.03.01.01	mitotic cell cycle and cell cycle control;mitotic cell cycle	None	Homo sapiens;Homo sapiens	Cadherin-1, Precursor; ;S-phase kinase-associated protein 2	None	15014502	CDH1;SKP2	None
5321	Cebpa-Smarca2 complex	Mouse	None	None	O35846;P53566	67155;12606	MI:0019- coimmunoprecipitation	GO:0000278;GO:0051726;GO:9999978	mitotic cell cycle;regulation of cell cycle;no GO term corresponding to 77.03.11.07	10.03.01;10.03.01.01;77.03.11.07	mitotic cell cycle and cell cycle control;mitotic cell cycle;liver	None	Mus musculus;Mus musculus	Brm protein;CCAAT/enhancer-binding protein alpha	None	15716955	Smarca2;Cebpa	The cEBP-alpha-Brm protein complex was detected in liver extracts from old isochronic parabionts but not from young isochronic parabionts.
5330	Lef1-Tle1 complex	Mouse	None	None	P27782;Q62440	16842;21885	MI:0067- light scattering	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	None	Mus musculus;Mus musculus	Lymphoid enhancer-binding factor 1;Transducin-like enhancer protein 1	None	15768032	Lef1;Tle1	In the absence of nuclear beta-catenin, Tcf/Lefs act as transcriptional repressors by binding to Groucho/TLE proteins.
5331	YY1-MDM2-p53 complex	Human	None	None	P04637;P25490;Q00987	7157;7528;4193	MI:0029- cosedimentation through density gradients	GO:0016567;GO:0016579;GO:0043161;GO:0006511	protein ubiquitination;protein deubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	14.07.05;14.13.01.01	modification by ubiquitination, deubiquitination;proteasomal degradation (ubiquitin/proteasomal pathway)	None	Homo sapiens;Homo sapiens;Homo sapiens	Cellular tumor antigen p53, ;Transcriptional repressor protein YY1, ;E3 ubiquitin-protein ligase Mdm2	None	15210108	TP53;YY1;MDM2	YY1 is a potential cofactor for MDM2 in the regulation of p53 homeostasis. The physical interaction of YY1 with MDM2 appears to be important for efficient MDM2-p53 interaction in vivo, which in turn is necessary for p53 ubiquitination.
5333	Lef1-Tle1-Ctnnb1 complex	Mouse	None	None	P27782;Q02248;Q62440	16842;12387;21885	MI:0004- affinity chromatography technologies; MI:0027- cosedimentation	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	None	Mus musculus;Mus musculus;Mus musculus	Lymphoid enhancer-binding factor 1;Catenin beta-1;Transducin-like enhancer protein 1	None	15768032	Lef1;Ctnnb1;Tle1	In the absence of nuclear beta-catenin, Tcf/Lefs act as transcriptional repressors by binding to Groucho/TLE proteins.
5337	ELMO1-DOCK1 complex	Human	None	None	Q14185;Q92556	1793;9844	MI:0007- anti tag coimmunoprecipitation	GO:0005515;GO:0007186;GO:0016477	protein binding;G-protein coupled receptor signaling pathway;cell migration	16.01;18.01.07;30.01.05.05;30.05.02.24;34.05.01	protein binding;regulation by binding / dissociation;G-protein mediated signal transduction;G-protein coupled receptor signalling pathway;cell migration	None	Homo sapiens;Homo sapiens	Dedicator of cytokinesis protein 1;Engulfment and cell motility protein 1	None	12134158	DOCK1;ELMO1	Dock-ELMO complex functions as an unconventional two-part exchange factor for Rac.
5341	ELMO1-DOCK2 complex	Human	None	None	Q92556;Q92608	9844;1794	MI:0007- anti tag coimmunoprecipitation	GO:0005515;GO:0007186;GO:0016477	protein binding;G-protein coupled receptor signaling pathway;cell migration	16.01;18.01.07;30.01.05.05;30.05.02.24;34.05.01	protein binding;regulation by binding / dissociation;G-protein mediated signal transduction;G-protein coupled receptor signalling pathway;cell migration	None	Homo sapiens;Homo sapiens	Engulfment and cell motility protein 1;Dedicator of cytokinesis protein 2	None	12134158	ELMO1;DOCK2	Dock-ELMO complex functions as an unconventional two-part exchange factor for Rac.
5342	ELMO1-DOCK1-RAC1 complex	Human	None	None	P63000;Q14185;Q92556	5879;1793;9844	MI:0007- anti tag coimmunoprecipitation	GO:0005515;GO:0007186;GO:0016477	protein binding;G-protein coupled receptor signaling pathway;cell migration	16.01;18.01.07;30.01.05.05;30.05.02.24;34.05.01	protein binding;regulation by binding / dissociation;G-protein mediated signal transduction;G-protein coupled receptor signalling pathway;cell migration	None	Homo sapiens;Homo sapiens;Homo sapiens	Ras-related C3 botulinum toxin substrate 1;Dedicator of cytokinesis protein 1;Engulfment and cell motility protein 1	None	12134158	RAC1;DOCK1;ELMO1	Dock-ELMO complex functions as an unconventional two-part exchange factor for Rac.
5343	ELMO1-DOCK1-CRKII complex	Human	None	None	P46108;Q14185;Q92556	1398;1793;9844	MI:0007- anti tag coimmunoprecipitation	GO:0005515;GO:0007186;GO:0016477	protein binding;G-protein coupled receptor signaling pathway;cell migration	16.01;18.01.07;30.01.05.05;30.05.02.24;34.05.01	protein binding;regulation by binding / dissociation;G-protein mediated signal transduction;G-protein coupled receptor signalling pathway;cell migration	None	Homo sapiens;Homo sapiens;Homo sapiens	Proto-oncogene C-crk;Dedicator of cytokinesis protein 1;Engulfment and cell motility protein 1	None	16025104	CRK;DOCK1;ELMO1	None
5344	Endocytic coat complex (11 subunits)	Rat	None	None	O08838;O08839;O35179;O35964;P11442;P17426;P21575;P62944;Q05140;Q5JC29;Q62910	60668;117028;116743;81922;54241;11771;140694;140670;65178;313474;85238	MI:0096- pull down	GO:0006897	endocytosis	20.09.18.09.01	endocytosis	Since Ap2a1 from rat was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Mus musculus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Amphiphysin;Myc box-dependent-interacting protein 1;Endophilin-A1;Endophilin-A2;Clathrin heavy chain 1;AP-2 complex subunit alpha-1;Dynamin-1;AP-2 complex subunit beta-1;Clathrin coat assembly protein AP180;Epidermal growth factor receptor pathway substrate 15 isoform B;Synaptojanin-1	None	9694653	Amph;Bin1;Sh3gl2;Sh3gl1;Cltc;Ap2a1;Dnm1;Ap2b1;Snap91;Eps15;Synj1	Clathrin-mediated endocytosis involves cycles of assembly and disassembly of clathrin coat components and their accessory proteins. Dephosphorylation of rat brain extract was shown to promote the assembly of dynamin 1, synaptojanin 1, and amphiphysin into complexes that also included clathrin and AP-2.
5345	Endocytic coat complex (7 subunits)	Rat	None	None	O08838;O08839;P11442;P17426;P21575;P62944;Q62910	60668;117028;54241;11771;140694;140670;85238	MI:0096- pull down	GO:0006897	endocytosis	20.09.18.09.01	endocytosis	Since Ap2a1 from rat was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Mus musculus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Amphiphysin;Myc box-dependent-interacting protein 1;Clathrin heavy chain 1;AP-2 complex subunit alpha-1;Dynamin-1;AP-2 complex subunit beta-1;Synaptojanin-1	None	9694653	Amph;Bin1;Cltc;Ap2a1;Dnm1;Ap2b1;Synj1	Clathrin-mediated endocytosis involves cycles of assembly and disassembly of clathrin coat components and their accessory proteins. Dephosphorylation of rat brain extract was shown to promote the assembly of dynamin 1, synaptojanin 1, and amphiphysin into complexes that also included clathrin and AP-2.
5348	Pik3r5-Pik3cg complex	Mouse	None	None	Q5SW28;Q9JHG7	320207;30955	MI:0019- coimmunoprecipitation	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	18.02.01	enzymatic activity regulation / enzyme regulator	None	Mus musculus;Mus musculus	Phosphoinositide 3-kinase regulatory subunit 5;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	None	15797027	Pik3r5;Pik3cg	None
5358	GTP-Rho-Rhpn1-Ropn1 complex	Mouse	None	None	Q3TN61;Q61085;Q9ESG2	11848;14787;76378	MI:0096- pull down	GO:0006928	movement of cell or subcellular component	02.45.11;34.05	conversion to kinetic energy (e.g. movement);cell motility	None	Mus musculus;Mus musculus;Mus musculus	Putative uncharacterized protein;Rhophilin-1;Ropporin-1,	None	10591629	Rhoa;Rhpn1;Ropn1	None
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	Human	None	None	P51114;Q9UKV8	8087;27161	MI:0030- cross-linking studies; MI:0004- affinity chromatography technologies; MI:0006- anti bait coimmunoprecipitation	GO:0006417;GO:0003723;GO:0005737	regulation of translation;RNA binding;cytoplasm	12.07;16.03.03;70.03	translational control;RNA binding;cytoplasm	None	Homo sapiens;Homo sapiens	Fragile X mental retardation syndrome-related protein 1;Protein argonaute-2	None	17382880	FXR1;EIF2C2	AGO2 functions as translational activator under serum-starved conditions.
5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	Human	None	None	P30260;Q13042;Q9UJX3	996;8881;51434	MI:0019- coimmunoprecipitation	GO:0000278	mitotic cell cycle	10.03.01;10.03.01.01	mitotic cell cycle and cell cycle control;mitotic cell cycle	None	Homo sapiens;Homo sapiens;Homo sapiens	Cell division cycle protein 27 homolog;Cell division cycle protein 16 homolog;Anaphase-promoting complex subunit 7	None	15916961	CDC27;CDC16;ANAPC7	None
5363	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	Human	None	None	P24928;P35269;Q00839	5430;2962;3192	MI:0019- coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11;11.02;11.02.03.01	TRANSCRIPTION;RNA synthesis;general transcription activities	None	Homo sapiens;Homo sapiens;Homo sapiens	DNA-directed RNA polymerase II subunit RPB1;General transcription factor IIF subunit 1;Heterogeneous nuclear ribonucleoprotein U,	None	15711563	POLR2A;GTF2F1;HNRNPU	None
5365	Ripk2-Nod2 complex	Mouse	None	None	P58801;Q8K3Z0	192656;257632	MI:0019- coimmunoprecipitation	GO:0023052	signaling	30.01.05;30.01.05.01.05;30.01.05.01.06;30.01.05.03;30.01.05.05.03;30.01.11;30.05.01.05;30.05.02;30.05.02.28;30.05.02.30;30.07	enzyme mediated signal transduction;tyrosine kinase;serine/threonine kinase;protease mediated signal transduction;trimeric G-protein mediated signal transduction;ligand-dependent nuclear receptors;interleukine receptor signalling pathway;non-enzymatic receptor mediated signalling;cadherin mediated signalling pathway;ion channel mediated signalling pathway;regulation of signal transduction	None	Mus musculus;Mus musculus	Receptor-interacting serine/threonine-protein kinase 2;Nucleotide-binding oligomerization domain-containing protein 2	None	15620648	Ripk2;Nod2	Nod2 binding to R2 and Rip2 expression are necessary for Nod2 to Induce ubiquitinylation of Nemo protein.
5366	Calm1-Ryr1 complex	Rat	None	None	P62161;Q9R1G1	None;114207	MI:0040- electron microscopy	GO:0006937	regulation of muscle contraction	36.25.09.05	general muscle contraction regulation	None	Rattus norvegicus;Rattus norvegicus	Calmodulin;Ryanodine receptor type 1	None	11694536	Calm1;Ryr1	None
5367	THRB-RXRB complex	Human	None	None	P10828;P28702	7068;6257	MI:0096- pull down	GO:0009755	hormone-mediated signaling pathway	30.01.09.08	hormone mediated signal transduction	None	Homo sapiens;Homo sapiens	Thyroid hormone receptor beta;Retinoic acid receptor RXR-beta	None	9346901	THRB;RXRB	None
5368	Nfkb1-Rela complex	Mouse	None	None	P25799;Q04207	18033;19697	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated	11.02.03.04	transcriptional control	None	Mus musculus;Mus musculus	Nuclear factor NF-kappa-B p105 subunit, ;Transcription factor p65,	None	9738011	Nfkb1;Rela	None
5369	ATM homodimer complex	Human	None	None	Q13315	472	MI:0029- cosedimentation through density gradients	GO:0006281	DNA repair	10.01.05;10.01.05.01	DNA recombination and DNA repair;DNA repair	None	Homo sapiens	Serine-protein kinase ATM	None	15790808	ATM	None
5370	ERAP1-ERAP2 complex	Human	None	None	Q6P179;Q9NZ08	64167;51752	MI:0019- coimmunoprecipitation	GO:0019882	antigen processing and presentation	36.25.16.03.05	antigen presentation / processing	None	Homo sapiens;Homo sapiens	Endoplasmic reticulum aminopeptidase 2;Endoplasmic reticulum aminopeptidase 1	None	15908954	ERAP2;ERAP1	None
5371	Grancalcin-sorcin complex	Human	None	None	P28676;P30626	25801;6717	MI:0019- coimmunoprecipitation; MI:0096- pull down; MI:0018- two hybrid	GO:0005509;GO:0008150	calcium ion binding;biological_process	16.17.01;45.03.11;47.03;47.03.01.01.01.02;47.03.21.03.05;99	calcium binding;endothelium;animal organ;cerebellum;pituitary gland;UNCLASSIFIED PROTEINS	None	Homo sapiens;Homo sapiens	Grancalcin;Sorcin	None	12804766	GCA;SRI	None
5372	SRI homodimer complex	Human	None	None	P30626	6717	MI:0018- two hybrid	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens	Sorcin	None	12804766	SRI	None
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	Human	None	None	O95359;Q92831;Q9Y6A5	10579;8850;10460	MI:0019- coimmunoprecipitation	GO:0006265	DNA topological change	10.01.09.05	DNA conformation modification (e.g. chromatin)	None	Homo sapiens;Homo sapiens;Homo sapiens	Transforming acidic coiled-coil-containing protein 2;Histone acetyltransferase PCAF;Transforming acidic coiled-coil-containing protein 3	None	14767476	TACC2;PCAF;TACC3	None
5375	EGR-EP300 complex	Human	None	None	P18146;Q09472	1958;2033	MI:0019- coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11;11.02;11.02.03.01	TRANSCRIPTION;RNA synthesis;general transcription activities	None	Homo sapiens;Homo sapiens	Early growth response protein 1;Histone acetyltransferase p300	None	15225550	EGR1;EP300	The results show that the interactions between p300/CBP and Egr1 can lead to complex feedback loops and to inhibition of Egr1 activities under specific conditions.
5376	Rock1-Pfn2 complex	Rat	None	None	Q63644;Q9EPC6	81762;81531	MI:0019- coimmunoprecipitation	GO:0006461	protein complex assembly	14.10	assembly of protein complexes	None	Rattus norvegicus;Rattus norvegicus	Rho-associated protein kinase 1;Profilin-2	None	15834419	Rock1;Pfn2	None
5377	RNA-induced silencing complex, RISC	Human	TRBP containing complex (DICER, TRBP, AGO2)	HEK 293 cells	Q15633;Q9UKV8;Q9UPY3	6895;27161;23405	MI:0071- molecular sieving; MI:0096- pull down	GO:0032774;GO:0006396;GO:0003723	RNA biosynthetic process;RNA processing;RNA binding	11.02.03.04.05;11.02.03.04.07;11.04.05;11.04;16.03.03	enhancer/silencer interaction;posttranscriptional control;RNA topology;RNA processing;RNA binding	None	Homo sapiens;Homo sapiens;Homo sapiens	RISC-loading complex subunit TARBP2;Protein argonaute-2;Endoribonuclease Dicer	None	17507929	TARBP2;EIF2C2;DICER1	The authors describe this complex as minimal Dicer-TRBP-AGO2 complex.
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	None	HEK 293 cells	P56537;P62424;Q15633;Q9HCE1;Q9UKV8;Q9UPY3	3692;6130;6895;4343;27161;23405	MI:0071- molecular sieving; MI:0096- pull down	GO:0032774;GO:0006396;GO:0003723	RNA biosynthetic process;RNA processing;RNA binding	11.02.03.04.05;11.02.03.04.07;11.04.05;11.04;16.03.03	enhancer/silencer interaction;posttranscriptional control;RNA topology;RNA processing;RNA binding	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Eukaryotic translation initiation factor 6;60S ribosomal protein L7a;RISC-loading complex subunit TARBP2;Putative helicase MOV-10;Protein argonaute-2;Endoribonuclease Dicer	None	17507929	EIF6;RPL7A;TARBP2;MOV10;EIF2C2;DICER1	The authors show that depletion of eIF6 in human cells specifically abrogates miRNA-mediated regulation of target protein and mRNA levels.
5379	Kcna2-Kcnab2 complex	Rat	None	None	P62483;P63142	29738;25468	MI:0019- coimmunoprecipitation; MI:0027- cosedimentation	GO:0008324;GO:0006812;GO:0015267	cation transmembrane transporter activity;cation transport;channel activity	20.01.01.01;20.03.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.);channel / pore class transport	None	Rattus norvegicus;Rattus norvegicus	Voltage-gated potassium channel subunit beta-2;Potassium voltage-gated channel subfamily A member 2	None	8608002	Kcnab2;Kcna2	None
